,law
13,"2 Les mesures techniques et organisationnelles doivent être appropriées au regard notamment de l’état de la technique, du type de traitement et de son étendue, ainsi que du risque que le traitement des données présente pour la personnalité ou les droits fondamentaux des personnes concernées."
13,"3 Le responsable du traitement est tenu de garantir, par le biais de préréglages appropriés, que le traitement des données personnelles soit limité au minimum requis par la finalité poursuivie, pour autant que la personne concernée n’en dispose pas autrement."
13,"8	Sécurité des données 1 Les responsables du traitement et les sous-traitants doivent assurer, par des mesures organisationnelles et techniques appropriées, une sécurité adéquate des données personnelles par rapport au risque encouru."
13,2 Les mesures doivent permettre d’éviter toute violation de la sécurité des   .
13,3 Le Conseil fédéral édicte des dispositions sur les exigences minimales en matière de sécurité des données.
13,9	Sous-traitance  1 Le traitement de données personnelles peut être confié à un sous-traitant pour autant qu’un contrat ou la loi le prévoie et que les conditions suivantes soient réunies:  a.	seuls sont effectués les traitements que le responsable du traitement serait en droit d’effectuer lui-même; b.	aucune obligation légale ou contractuelle de garder le secret ne l’interdit.
13,2 Le responsable du traitement doit en particulier s’assurer que le sous-traitant est en mesure de garantir la sécurité des données.
13,3 Le sous-traitant ne peut lui-même sous-traiter un traitement à un tiers qu’avec l’autorisation préalable du responsable du traitement.
13,4 Il peut faire valoir les mêmes motifs justificatifs que le responsable du traitement.
13,10	Conseiller à la protection des données 1 Les responsables du traitement privés peuvent nommer un conseiller à la protection des données.
13,2 Le conseiller à la protection des données est l’interlocuteur des personnes concernées et des autorités chargées de la protection des données en Suisse.
13,Il a notamment les tâches suivantes: a.	former et conseiller le responsable du traitement privé dans le domaine de la protection des données   b.	concourir à l’application des prescriptions relatives à la protection des données.
13,3 Les responsables du traitement privés peuvent se prévaloir de l’exception prévue à l’art.
13,"23, al."
13,"4, lorsque les conditions suivantes sont réunies: a.	le conseiller à la protection des données exerce sa fonction de manière indépendante par rapport au responsable du traitement et sans recevoir d’instruction de celui-ci; b.	il n’exerce pas de tâches incompatibles avec ses tâches de conseiller à la protection des données; c.	il dispose des connaissances professionnelles nécessaires; d.	le responsable du traitement publie les coordonnées du conseiller à la protection des données et les communique au PFPDT."
13,4 Le Conseil fédéral règle la désignation de conseillers à la protection des données par les organes fédéraux.
13,"11	Codes de conduite 1 Les associations professionnelles, sectorielles et économiques, lorsqu’elles sont autorisées de par leurs statuts à défendre les intérêts économiques de leurs membres, de même que les organes fédéraux, peuvent soumettre leur code de conduite au PFPDT."
13,2 Le PFPDT prend position sur les codes de conduite et publie ses prises de position.
13,12	Registre des activités de traitement 1 Les responsables du traitement et les sous-traitants tiennent chacun un registre de   activités de traitement.
13,"2 Le registre du responsable du traitement contient au moins les indications suivantes:  a.	l’identité du responsable du traitement; b.	la finalité du traitement; c.	une description des catégories de personnes concernées et des catégories de données personnelles traitées; d.	les catégories de destinataires; e.	dans la mesure du possible, le délai de conservation des données personnelles ou les critères pour déterminer la durée de conservation;  f.	dans la mesure du possible, une description générale des mesures visant à garantir la sécurité des données selon l’art."
13,"8; g.	en cas de communication de données personnelles à l’étranger, le nom de l’État concerné et les garanties prévues à l’art."
13,"3 Le registre du sous-traitant contient des indications concernant l’identité du sous-traitant et du responsable du traitement, les catégories de traitements effectués pour le compte du responsable du traitement ainsi que les indications prévues à l’al."
13,"2, let."
13,f et g. 4 Les organes fédéraux déclarent leur registre d’activités de traitement au PFPDT.
13,5 Le Conseil fédéral prévoit des exceptions pour les entreprises qui emploient moins de 250 collaborateurs et dont le traitement des données présente un risque limité d’atteinte à la   des personnes concernées.
13,"13	Certification 1 Les fournisseurs de systèmes ou de logiciels de traitement de données personnelles ainsi que les responsables du traitement et les sous-traitants peuvent soumettre leurs systèmes, leurs produits ou leurs services à une évaluation effectuée par des organismes de certification agréés et indépendants."
13,2 Le Conseil fédéral édicte des dispositions sur la reconnaissance des procédures de certification et sur l’introduction d’un label de qualité de protection des données.
13,Il tient compte du droit international et des normes techniques reconnues au niveau international.
13,14	Représentant 1 Le responsable du traitement privé qui a son siège ou son domicile à l’étranger désigne un représentant en Suisse lorsqu’il traite des données personnelles concernant des personnes en Suisse et que ce traitement remplit les conditions suivantes: a.	le traitement est en rapport avec l’offre de biens ou de services ou le suivi du comportement de personnes en Suisse; b.	il s’agit d’un traitement à grande échelle; c.	il s’agit d’un traitement régulier; d.	le traitement présente un risque élevé pour la personnalité des personnes concernées.
13,2 Le représentant est le point de contact pour les personnes concernées et   PFPDT.
13,3 Le responsable du traitement publie le nom et l’adresse de son représentant.
13,15	Obligations du représentant 1 Le représentant tient un registre des activités de traitement du responsable du traitement qui contient les indications mentionnées à l’art.
13,"12, al."
13,2 Il fournit sur demande au PFPDT les indications contenues dans ce registre.
13,3 Il fournit sur demande à la personne concernée des renseignements concernant l’exercice de ses droits.
13,16	Principes 1 Des données personnelles peuvent être communiquées à l’étranger si le Conseil fédéral a constaté que l’État concerné dispose d’une législation assurant un niveau de protection adéquat ou qu’un organisme international garantit un niveau de protection adéquat.
13,2 En l’absence d’une décision du Conseil fédéral au sens de l’al.
13,"1, des données personnelles peuvent être communiquées à l’étranger si un niveau de protection approprié est garanti par: a.	un traité international; b.	les clauses de protection des données d’un contrat entre le responsable du traitement ou le sous-traitant et son cocontractant, préalablement communiquées au PFPDT; c.	des garanties spécifiques élaborées par l’organe fédéral compétent et préalablement communiquées au PFPDT; d.	des clauses type de protection des données préalablement approuvées,   ou reconnues par le PFPDT; e.	des règles d’entreprise contraignantes préalablement approuvées par le PFPDT ou par une autorité chargée de la protection des données relevant d’un État qui assure un niveau de protection adéquat."
13,17	Dérogations 1 En dérogation à l’art.
13,"16, al."
13,"2 Le responsable du traitement ou le sous-traitant informe, sur demande, le PFPDT des communications de données personnelles effectuées en vertu de l’al."
13,"1, let."
13,"b, ch."
13,"18	Publication de données personnelles sous forme électronique La publication de données personnelles au moyen de services d’information et de communication automatisés afin d’informer le public n’est pas assimilée à une communication à l’étranger, même si ces données peuvent être consultées depuis l’étranger."
13,"19	Devoir d’informer lors de la collecte de données personnelles 1 Le responsable du traitement informe la personne concernée de manière adéquate de la collecte de données personnelles, que celle-ci soit effectuée auprès d’elle ou non."
13,"2 Lors de la collecte, il communique à la personne concernée les informations nécessaires pour qu’elle puisse faire valoir ses droits selon la présente loi   pour que la transparence des traitements soit garantie; il lui communique au moins:  a.	l’identité et les coordonnées du responsable du traitement;  b.	la finalité du traitement; c.	le cas échéant, les destinataires ou les catégories de destinataires auxquels des données personnelles sont transmises."
13,"3 Si les données personnelles ne sont pas collectées auprès de la personne concernée, il communique en outre les catégories de données traitées à cette personne."
13,"4 Lorsque des données personnelles sont communiquées à l’étranger, il communique également à la personne concernée le nom de l’État ou de l’organisme international auquel elles sont communiquées et, le cas échéant, les garanties prévues à l’art."
13,"16, al."
13,"5 Si les données personnelles ne sont pas collectées auprès de la personne concernée, il communique à cette personne les informations mentionnées aux al."
13,2 à 4 au plus tard un mois après qu’il a obtenu les données personnelles.
13,"S’il communique les données personnelles avant l’échéance de ce délai, il en informe la personne concernée au plus tard lors de la communication."
13,20	Exceptions au devoir d’informer et restrictions 1 Le responsable du traitement est délié du devoir d’information au sens de l’art.
13,19 si l’une des conditions   est remplie:  a.	la personne concernée dispose déjà des informations correspondantes; b.	le traitement des données personnelles est prévu par la loi; c.	le responsable du traitement est une personne privée et il est lié par une obligation légale de garder le secret; d.	les conditions de l’art.
13,27 sont remplies.
13,"2 Lorsque les données personnelles ne sont pas collectées auprès de la personne concernée, le devoir d’information ne s’applique pas non plus dans les cas suivants:  a.	l’information est impossible à donner; b.	elle nécessite des efforts disproportionnés."
13,4 Les entreprises appartenant au même groupe ne sont pas considérées comme des tiers au sens de l’al.
13,"3, let."
13,"c, ch."
13,21	Devoir d’informer en cas de décision individuelle automatisée 1 Le responsable du traitement informe la personne concernée de toute décision qui est prise exclusivement sur la base d’un traitement de données personnelles automatisé et qui a des effets juridiques pour elle ou l’affecte de manière significative (décision individuelle automatisée).
13,"2 Si la personne concernée le demande, le responsable du traitement lui donne la possibilité de faire valoir son point de vue."
13,La personne concernée peut exiger que la décision individuelle automatisée soit revue par une personne physique.
13,3 Les al.
13,1 et 2 ne s’appliquent pas dans les cas suivants:  a.	la décision individuelle automatisée est en relation directe avec la conclusion ou l’exécution d’un contrat entre le responsable du traitement et la personne concernée et la demande de cette dernière est satisfaite; b.	la personne concernée a expressément consenti à ce que la décision soit prise de manière automatisée.
13,"4 Si la décision individuelle automatisée émane d’un organe fédéral, ce dernier doit la qualifier   telle."
13,L’al.
13,2 ne s’applique pas lorsque la personne concernée ne doit pas être entendue avant la décision conformément à l’art.
13,"30, al."
13,"2, de la loi fédérale du 20 décembre 1968 sur la procédure administrative (PA) ou en vertu d’une autre loi fédérale."
13,"22	Analyse d’impact relative à la protection des données personnelles 1 Lorsque le traitement envisagé est susceptible d’entraîner un risque élevé pour la personnalité ou les droits fondamentaux de la personne concernée, le responsable du traitement procède au préalable à une analyse d’impact relative à la protection des données personnelles."
13,"S’il envisage d’effectuer plusieurs opérations de traitement semblables, il peut établir une analyse d’impact commune."
13,"2 L’existence d’un risque élevé, en particulier lors du recours à de nouvelles technologies, dépend de la nature, de l’étendue, des circonstances et de la finalité du traitement."
13,Un tel risque existe notamment dans les cas suivants:  a.	traitement de données sensibles à grande échelle; b.	surveillance systématique de grandes parties du domaine public.
13,"3 L’analyse d’impact contient une description du traitement envisagé, une évaluation des risques pour la personnalité ou les droits fondamentaux de la personne concernée, ainsi que les mesures prévues pour protéger sa personnalité et ses droits fondamentaux."
13,4 Le responsable du traitement privé est délié de   obligation d’établir une analyse d’impact s’il est tenu d’effectuer le traitement en vertu d’une obligation légale.
13,"5 Le responsable du traitement privé peut renoncer à établir une analyse d’impact lorsqu’il recourt à un système, un produit ou un service certifié conformément à l’art."
13,13 pour l’utilisation prévue ou qu’il respecte un code de conduite au sens de l’art.
13,11 remplissant les conditions suivantes: a.	il repose sur une analyse d’impact relative à la protection des données personnelles; b.	il prévoit des mesures pour protéger la personnalité et les droits fondamentaux de la personne concernée; c.	il a été soumis au PFPDT.
13,"23	Consultation préalable du PFPDT 1 Le responsable du traitement consulte le PFPDT préalablement au traitement lorsque l’analyse d’impact relative à la protection des données révèle que, malgré les mesures prévues par le responsable du traitement, le traitement envisagé présente encore un risque élevé pour la personnalité ou les droits fondamentaux de la personne concernée."
13,2 Le PFPDT communique au responsable du traitement ses objections concernant le traitement envisagé dans un délai de deux mois.
13,Ce délai peut être prolongé d’un mois lorsqu’il s’agit d’un traitement de données complexe.
13,"3 Si le PFPDT a des objections concernant le traitement envisagé, il propose au responsable du traitement des mesures appropriées."
13,24	Annonce des violations de la sécurité des données 1 Le responsable du traitement annonce dans les meilleurs délais au PFPDT les cas de violation de la sécurité des données entraînant vraisemblablement un risque élevé pour la personnalité ou les droits fondamentaux de la personne concernée.
13,"2 L’annonce doit indiquer au moins la nature de la violation de la sécurité des données, ses conséquences et les mesures prises ou envisagées."
13,3 Le sous-traitant annonce dans les meilleurs délais au responsable du traitement tout cas de violation de la sécurité des données.
13,4 Le responsable du traitement informe la personne concernée lorsque cela est nécessaire à sa protection ou lorsque le PFPDT l’exige.
13,"5 Il peut restreindre l’information de la personne concernée, la différer ou y renoncer, dans les cas suivants:  a.	il existe un motif au sens de l’art."
13,"26, al."
13,"1, let."
13,"b, ou 2, let."
13,"b, ou un devoir légal de garder le secret qui l’interdit; b.	l’information est impossible à fournir ou exige des efforts disproportionnés;  c.	l’information de la personne concernée peut être garantie de manière équivalente par une communication   ."
13,6 Une annonce fondée sur le présent article ne peut être utilisée dans le cadre d’une procédure pénale contre la personne tenue d’annoncer qu’avec son consentement.
13,25	Droit d’accès  1 Toute personne peut demander au responsable du traitement si des données personnelles la concernant sont traitées.
13,2 La personne concernée reçoit les informations nécessaires pour qu’elle puisse faire valoir ses droits selon la présente loi et pour que la transparence du traitement soit garantie.
13,"Dans tous les cas, elle reçoit les informations suivantes: a.	l’identité et les coordonnées du responsable du traitement; b.	les données personnelles traitées en tant que telles; c.	la finalité du traitement; d.	la durée de conservation des données personnelles ou, si cela n’est pas possible, les critères pour fixer cette dernière; e.	les informations disponibles sur l’origine des données personnelles, dans la mesure où ces données n’ont pas été collectées auprès de la personne concernée; f.	le cas échéant, l’existence d’une décision individuelle automatisée ainsi que la logique sur laquelle se base la décision; g.	le cas échéant, les destinataires ou les catégories de destinataires auxquels des données personnelles sont communiquées, ainsi que les informations prévues à   ."
13,"3 Des données personnelles sur la santé de la personne concernée peuvent lui être communiquées, moyennant son consentement, par l’intermédiaire d’un professionnel de la santé qu’elle aura désigné."
13,4 Le responsable du traitement qui fait traiter des données personnelles par un sous-traitant demeure tenu de fournir les renseignements demandés.
13,5 Nul ne peut renoncer par avance au droit d’accès.
13,6 Le responsable du traitement fournit gratuitement les renseignements demandés.
13,"Le Conseil fédéral peut prévoir des exceptions, notamment si la communication de l’information exige des efforts disproportionnés."
13,"7 En règle générale, les renseignements sont fournis dans un délai de 30 jours."
13,"26	Restrictions au droit d’accès  1 Le responsable du traitement peut refuser, restreindre ou différer la communication des renseignements dans les cas suivants:  a.	une loi au sens formel le prévoit, notamment pour protéger un secret professionnel; b.	les intérêts prépondérants d’un tiers l’exigent;  c.	la demande d’accès est manifestement infondée notamment parce qu’elle poursuit un but contraire à la protection des données ou est manifestement procédurière."
13,3 Les entreprises appartenant au même groupe ne sont pas considérées comme des tiers au sens de l’al.
13,"2, let."
13,"a, ch."
13,"4 Le responsable du traitement indique le motif pour lequel il refuse, restreint ou diffère la communication des informations."
13,"27	Restrictions au droit d’accès applicables aux médias 1 Lorsque les données personnelles sont traitées exclusivement pour la publication dans la partie rédactionnelle d’un média à caractère périodique, le responsable du traitement peut refuser, restreindre ou différer la communication des renseignements dans l’un des cas suivants:  a.	les données fournissent des indications sur les sources d’information;  b.	un droit de regard sur des projets de publication en résulterait;  c.	la libre formation de l’opinion publique serait compromise."
13,"2 Les journalistes   en outre refuser, restreindre ou différer la communication des renseignements lorsque les données personnelles servent exclusivement d’instrument de travail personnel."
13,28	Droit à la remise ou à la transmission des données personnelles 1 La personne concernée peut demander au responsable du traitement qu’il lui remette sous un format électronique couramment utilisé les données personnelles la concernant qu’elle lui a communiquées lorsque les conditions suivantes sont réunies: a.	le responsable du traitement traite les données personnelles de manière automatisée; b.	les données personnelles sont traitées avec le consentement de la personne concernée ou en relation directe avec la conclusion ou l’exécution d’un contrat entre elle et le responsable du traitement.
13,"2 La personne concernée peut en outre demander au responsable du traitement qu’il transmette les données personnelles la concernant à un autre responsable du traitement, pour autant que les conditions de l’al."
13,1 soient remplies et que cela n’exige pas des efforts disproportionnés.
13,3 Le responsable du traitement remet ou transmet gratuitement les données personnelles.
13,"Le Conseil fédéral peut prévoir des exceptions, notamment si la remise ou la transmission des données personnelles exige des efforts disproportionnés."
13,"29	Restrictions du droit à la remise ou à la transmission des données personnelles 1 Le responsable du traitement peut refuser, restreindre ou différer la remise ou la transmission de données personnelles   les mêmes motifs que ceux prévus à l’art."
13,"26, al."
13,"2 Le responsable du traitement indique le motif pour lequel il refuse, restreint ou diffère la remise ou la transmission des données personnelles."
13,30	Atteintes à la personnalité 1 Celui qui traite des données personnelles ne doit pas porter une atteinte illicite à la personnalité des personnes concernées.
13,2 Constitue notamment une atteinte à la personnalité le fait de: a.	traiter des données personnelles en violation des principes définis aux art.
13,6 et 8; b.	traiter des données personnelles contre la manifestation expresse de la volonté de la personne concernée; c.	communiquer à des tiers des données sensibles.
13,"3 En règle générale, il n’y a pas atteinte à la personnalité lorsque la personne concernée a rendu les données personnelles accessibles à tout un chacun et ne s’est pas opposée expressément au traitement."
13,"31	Motifs justificatifs 1 Une atteinte à la personnalité est illicite à moins d’être justifiée par le consentement de la personne concernée, par un intérêt privé ou public prépondérant, ou par la loi."
13,"32	Prétentions 1 La personne concernée peut exiger que des données personnelles inexactes soient rectifiées, sauf si: a.	la modification est interdite par une disposition légale; b.	les données sont traitées à des fins archivistiques répondant à un intérêt public."
13,2 Les actions concernant la protection de la personnalité sont régies par les art.
13,"28, 28a et   à 28l du code civil."
13,Le demandeur peut requérir en particulier: a.	l’interdiction d’un traitement déterminé de données personnelles;  b.	l’interdiction d’une communication déterminée de données personnelles à des tiers; c.	l’effacement ou la destruction de données personnelles.
13,"3 Si l’exactitude ou l’inexactitude d’une donnée personnelle ne peut pas être établie, le demandeur peut requérir que l’on ajoute à la donnée la mention de son caractère litigieux."
13,"4 Il peut en outre demander que la rectification, l’effacement ou la destruction des données, l’interdiction du traitement ou de la communication à des tiers, la mention du caractère litigieux ou le jugement soient communiqués à des tiers ou publiés."
13,"33	Contrôle et responsabilité en cas de traitements de données personnelles conjoints Lorsqu’un organe fédéral traite des données personnelles conjointement avec d’autres organes fédéraux, avec des organes cantonaux ou avec des personnes privées, le Conseil fédéral règle les procédures de contrôle et les responsabilités en matière de protection des données."
13,34	Bases légales 1 Les organes fédéraux ne sont en droit de traiter des données personnelles que s’il existe une base légale.
13,2 La base légale doit être prévue dans une loi au sens formel dans les   suivants: a.	il s’agit d’un traitement de données sensibles; b.	il s’agit d’un profilage; c.	la finalité ou le mode du traitement de données personnelles est susceptible de porter gravement atteinte aux droits fondamentaux de la personne concernée.
13,3 Pour les traitements de données personnelles visés à l’al.
13,"2, let."
13,"a et b, une base légale prévue dans une loi au sens matériel suffit si les conditions suivantes sont réunies:  a.	le traitement est indispensable à l’accomplissement d’une tâche définie dans une loi au sens formel; b.	la finalité du traitement ne présente pas de risques particuliers pour les droits fondamentaux de la personne concernée."
13,4 En dérogation aux al.
13,"1 à 3, les organes fédéraux peuvent traiter des données personnelles si l’une des conditions suivantes est remplie: a.	le Conseil fédéral a autorisé le traitement, considérant que les droits des personnes concernées ne sont pas menacés;  b.	la personne concernée a consenti au traitement en l’espèce ou a rendu ses données personnelles accessibles à tout un chacun et ne s’est pas opposée expressément au traitement; c.	le traitement est nécessaire pour protéger la vie ou l’intégrité corporelle de la personne concernée ou d’un tiers et il n’est pas possible d’obtenir le consentement de   personne concernée dans un délai raisonnable."
13,"35	Traitement de données personnelles automatisé dans le cadre d’essais pilotes 1 Le Conseil fédéral peut autoriser, avant l’entrée en vigueur d’une loi au sens formel, le traitement automatisé de données sensibles ou d’autres traitements au sens de l’art."
13,"34, al."
13,"2, let."
13,"b et c, si les conditions suivantes sont réunies: a.	les tâches qui nécessitent ce traitement sont réglées dans une loi au sens formel déjà en vigueur;  b.	des mesures appropriées sont prises aux fins de réduire au minimum les atteintes aux droits fondamentaux de la personne concernée;  c.	la mise en œuvre du traitement rend indispensable une phase d’essai avant l’entrée en vigueur de la loi au sens formel, en particulier pour des raisons techniques."
13,2 Il consulte au préalable le PFPDT.
13,"3 L’organe fédéral responsable transmet, au plus tard deux ans après la mise en œuvre de l’essai pilote, un rapport d’évaluation au Conseil fédéral."
13,"Dans ce rapport, il lui propose la poursuite ou l’interruption du traitement."
13,4 Le traitement automatisé de données personnelles doit être interrompu dans tous les cas si aucune loi au sens formel prévoyant la base légale nécessaire n’est entrée en vigueur dans un délai de cinq ans à compter de la mise en œuvre   l’essai pilote.
13,36	Communication de données personnelles 1 Les organes fédéraux ne sont en droit de communiquer des données personnelles que si une base légale au sens de l’art.
13,"34, al."
13,"1 à 3, le prévoit."
13,2 En dérogation à l’al.
13,"1, ils peuvent, dans un cas d’espèce, communiquer des données personnelles si l’une des conditions suivantes est remplie:  a.	la communication des données est indispensable à l’accomplissement des tâches légales du responsable du traitement ou du destinataire;  b.	la personne concernée a consenti à la communication des données; c.	la communication des données est nécessaire pour protéger la vie ou l’intégrité corporelle de la personne concernée ou d’un tiers et il n’est pas possible d’obtenir le consentement de la personne concernée dans un délai raisonnable; d.	la personne concernée a rendu ses données accessibles à tout un chacun et ne s’est pas expressément opposée à la communication;  e.	le destinataire rend vraisemblable que la personne concernée ne refuse son consentement ou ne s’oppose à la communication que dans le but de l’empêcher de se prévaloir de prétentions juridiques ou de faire valoir d’autres intérêts légitimes; à moins que cela ne s’avère impossible ou ne nécessite des efforts disproportionnés, la personne concernée sera auparavant invitée à se prononcer."
13,"3 Les organes fédéraux peuvent en outre communiquer des données personnelles, d’office, dans le cadre de l’information officielle du public, ou en vertu de la loi du 17 décembre 2004 sur la transparence, si les conditions suivantes sont réunies: a.	les données sont en rapport avec l’accomplissement de tâches publiques;  b.	la communication répond à un intérêt public prépondérant."
13,"4 Ils sont en droit de communiquer, sur demande, le nom, le prénom, l’adresse et la date de naissance d’une personne, même si les conditions des al."
13,1 ou 2 ne sont pas remplies.
13,"Lorsqu’il n’existe plus d’intérêt public à rendre accessibles ces données, elles doivent être effacées du service d’information et de communication automatisé."
13,"6 Ils refusent la communication, la restreignent ou l’assortissent de charges: a.	si un intérêt public important ou un intérêt digne de protection manifeste de la personne concernée l’exige, ou b.	si une obligation légale de garder le secret ou une disposition particulière de protection des données l’exige."
13,37	  à la communication de données personnelles 1 La personne concernée qui rend vraisemblable un intérêt digne de protection peut s’opposer à ce que l’organe fédéral responsable communique des données personnelles déterminées.
13,2 L’organe fédéral rejette l’opposition si l’une des conditions suivantes est remplie: a.	il est juridiquement tenu de communiquer les données personnelles;  b.	le défaut de communication risque de compromettre l’accomplissement de ses tâches.
13,3 L’art.
13,"36, al."
13,"3, est réservé."
13,"38	Proposition des documents aux Archives fédérales 1 Conformément à la loi fédérale du 26 juin 1998 sur l’archivage, les organes fédéraux proposent aux Archives fédérales de reprendre toutes les données personnelles dont ils n’ont plus besoin en permanence."
13,"2 Ils détruisent les données personnelles que les Archives fédérales ont désignées comme n’ayant plus de valeur archivistique, à moins que celles-ci: a.	ne soient rendues anonymes;  b.	ne doivent être conservées à titre de preuve, par mesure de sûreté ou afin de sauvegarder un intérêt digne de protection de la personne concernée."
13,"39	Traitements à des fins ne se rapportant pas à des personnes 1 Les organes fédéraux sont en droit de traiter des données personnelles à des fins ne se rapportant pas à des personnes, notamment dans le cadre   la recherche, de la planification ou de la statistique, si les conditions suivantes sont réunies: a.	les données sont rendues anonymes dès que la finalité du traitement le permet; b.	l’organe fédéral ne communique des données sensibles à des personnes privées que sous une forme ne permettant pas d’identifier les personnes concernées; c.	le destinataire ne communique les données à des tiers qu’avec le consentement de l’organe fédéral qui les lui a transmises; d.	les résultats du traitement ne sont publiés que sous une forme ne permettant pas d’identifier les personnes concernées."
13,2 Les art.
13,"6, al."
13,"3, 34, al."
13,"2, et 36, al."
13,"1, ne sont pas applicables."
13,"40	Activités de droit privé exercées par des organes fédéraux Lorsqu’un organe fédéral agit selon le droit privé, le traitement des données personnelles est régi par les dispositions applicables aux personnes privées."
13,41	Prétentions et procédure 1 Quiconque a un intérêt digne de protection peut exiger de l’organe fédéral responsable: a.	qu’il s’abstienne de procéder à un traitement illicite;  b.	qu’il supprime les effets d’un traitement illicite;  c.	qu’il constate le caractère illicite du traitement.
13,"2 Le demandeur peut en particulier   que l’organe fédéral: a.	rectifie les données personnelles, les efface ou les détruise;  b.	publie ou communique à des tiers sa décision, concernant notamment la rectification, l’effacement ou la destruction des données, l’opposition à une communication (art."
13,37) ou la mention du caractère litigieux des données personnelles (al. 4).
13,"3 Au lieu d’effacer ou de détruire les données personnelles, l’organe fédéral limite le traitement dans les cas suivants:  a.	l’exactitude des données est contestée par la personne concernée et leur exactitude ou inexactitude ne peut pas être établie; b.	des intérêts prépondérants d’un tiers l’exigent; c.	un intérêt public prépondérant, en particulier la sûreté intérieure ou extérieure de la Suisse, l’exige; d.	l’effacement ou la destruction des données est susceptible de compromettre une enquête, une instruction ou une procédure judiciaire ou administrative."
13,"4 Si l’exactitude ou l’inexactitude d’une donnée personnelle ne peut pas être établie, il ajoute à la donnée la mention de son caractère litigieux."
13,"5 La rectification, l’effacement ou la destruction de données personnelles ne peut pas être exigée pour les fonds gérés par des institutions ouvertes au public telles que les bibliothèques, les établissements d’enseignement, les musées, les archives et les autres institutions patrimoniales publiques."
13,"le demandeur rend vraisemblable qu’il dispose d’un intérêt prépondérant, il peut exiger que l’institution limite l’accès aux données litigieuses."
13,Les al.
13,3 et 4 ne s’appliquent pas.
13,6 La procédure est régie par la PA. Les exceptions prévues aux art.
13,2 et 3 PA ne sont pas applicables.
13,"42	Procédure en cas de communication de documents officiels contenant des données personnelles  Tant que l’accès à des documents officiels contenant des données personnelles fait l’objet d’une procédure au sens de la loi du 17 décembre 2004 sur la transparence, la personne concernée peut, dans le cadre de cette procédure, faire valoir les droits que lui confère l’art."
13,41 de la présente loi concernant les documents qui sont l’objet de la procédure d’accès.
13,43	Élection et statut 1 L’Assemblée fédérale (Chambres réunies) élit le chef du PFPDT (le préposé).
13,2 Quiconque a le droit de vote en matière fédérale est éligible.
13,"3 Pour autant que la présente loi n’en dispose pas autrement, les rapports de travail du préposé sont régis par la loi du 24 mars 2000 sur le personnel de la Confédération (LPers)."
13,"Le préposé est assuré jusqu’à l’âge de 65 ans révolus auprès   la caisse de pensions PUBLICA contre les conséquences économiques de la vieillesse, de l’invalidité et du décès."
13,"Sur demande du préposé, la prévoyance vieillesse est maintenue au-delà de l’âge de 65 ans jusqu’à la cessation des rapports de travail mais, au plus tard, jusqu’à la fin de l’année au cours de laquelle le préposé atteint l’âge de 68 ans."
13,"Dans ce cas, le PFPDT finance les cotisations d’épargne de l’employeur."
13,3bis L’Assemblée fédérale édicte par voie d’ordonnance les dispositions d’exécution relatives aux rapports de travail du préposé.
13,4 Le préposé exerce ses fonctions de manière indépendante et sans recevoir ni solliciter d’instructions de la part d’une autorité ou d’un tiers.
13,Il est rattaché administrativement à la Chancellerie fédérale.
13,5 Il dispose d’un secrétariat permanent et de son propre budget.
13,Il engage son personnel.
13,6 Il n’est pas soumis au système d’évaluation prévu à l’art.
13,"4, al."
13,"3, LPers."
13,"44	Durée, renouvellement et fin des rapports de fonction 1 La période de fonction du préposé est de quatre ans et peut être renouvelée deux fois."
13,Elle débute le 1er janvier suivant le début de la législature du Conseil national.
13,2 Le préposé peut résilier ses rapports de travail pour la fin de chaque mois moyennant un délai de congé de six mois.
13,"La Commission   peut, dans des cas particuliers, accorder au préposé un délai de congé plus court lorsqu’aucun intérêt essentiel ne s’y oppose."
13,3 L’Assemblée fédérale (Chambres réunies) peut révoquer le préposé avant la fin de sa période de fonction : a.	s’il a violé gravement ses devoirs de fonction de manière intentionnelle ou par négligence grave ;  b.	s’il a durablement perdu la capacité d’exercer sa fonction.
13,44a	Avertissement La Commission judiciaire peut adresser un avertissement au préposé si elle constate qu’il a violé ses devoirs de fonction.
13,"45	Budget Le PFPDT remet chaque année, par l’intermédiaire de la Chancellerie fédérale, son projet de budget au Conseil fédéral."
13,Celui-ci le transmet tel quel à l’Assemblée fédérale.
13,46	Incompatibilité Le préposé ne peut pas être membre de l’Assemblée fédérale ou du Conseil fédéral ni exercer aucune autre fonction au service de la Confédération.
13,47	Activité accessoire 1 Le préposé ne peut exercer aucune activité accessoire.
13,"2 La Commission judiciaire peut autoriser le préposé à exercer une activité accessoire, pour autant que l’exercice de la fonction ainsi que l’indépendance et la réputation du PFPDT n’en soient pas affectés."
13,Sa décision est publiée.
13,"47a	Récusation Si la récusation du   est contestée, le président de la cour du Tribunal administratif fédéral compétente en matière de protection des données statue."
13,"48	Autocontrôle du PFPDT Le PFPDT s’assure, par des mesures de contrôle appropriées portant notamment sur la sécurité des données personnelles, du respect et de la bonne application des dispositions fédérales de protection des données en son sein."
13,49	Enquête 1 Le PFPDT ouvre d’office ou sur dénonciation une enquête contre un organe fédéral ou une personne privée si des indices suffisants font penser qu’un traitement de données pourrait être contraire à des dispositions de protection des données.
13,2 Il peut renoncer à ouvrir une enquête lorsque la violation des prescriptions de protection des données est de peu d’importance.
